5986867042	1645211065	751	3081226449	"2016-07-22 12:26:56"
5986867042	1704116960	751	3081226449	"2016-07-22 12:26:56"
5986867042	1733486167	751	3081226449	"2016-07-22 12:26:56"
5986867042	1760255423	751	3081226449	"2016-07-22 12:26:56"
5986867042	1765335300	751	3081226449	"2016-07-22 12:26:56"
5986867042	1767840980	751	3081226449	"2016-07-22 12:26:56"
5986867042	1789152110	751	3081226449	"2016-07-22 12:26:56"
5986867042	1826792401	751	3081226449	"2016-07-22 12:26:56"
5986867042	1847672711	751	3081226449	"2016-07-22 12:26:56"
5986867042	1876156855	751	3081226449	"2016-07-22 12:26:56"
5986867042	1892206007	751	3081226449	"2016-07-22 12:26:56"
5986867042	1895291251	751	3081226449	"2016-07-22 12:26:56"
5986867042	2003407072	751	3081226449	"2016-07-22 12:26:56"
5986867042	2096389825	751	3081226449	"2016-07-22 12:26:56"
5986867042	2143789045	751	3081226449	"2016-07-22 12:26:56"
5986867042	2154789307	751	3081226449	"2016-07-22 12:26:56"
5986867042	2176141495	751	3081226449	"2016-07-22 12:26:56"
5986867042	2250105713	751	3081226449	"2016-07-22 12:26:56"
5986867042	2310763041	751	3081226449	"2016-07-22 12:26:56"
5986867042	2518300370	751	3081226449	"2016-07-22 12:26:56"
5986867042	2845350992	751	3081226449	"2016-07-22 12:26:56"
5986867042	2879470994	751	3081226449	"2016-07-22 12:26:56"
5986867042	3168878547	751	3081226449	"2016-07-22 12:26:56"
5986867042	3252743925	751	3081226449	"2016-07-22 12:26:56"
5986867042	3465566344	751	3081226449	"2016-07-22 12:26:56"
5986867042	3645226624	751	3081226449	"2016-07-22 12:26:56"
5986867042	3654271764	751	3081226449	"2016-07-22 12:26:56"
5986867042	3834565010	751	3081226449	"2016-07-22 12:26:56"
5986867042	3952070245	751	3081226449	"2016-07-22 12:26:56"
5986867042	3976115128	751	3081226449	"2016-07-22 12:26:56"
5986867042	5048130358	751	3081226449	"2016-07-22 12:26:56"
5986867042	5076192298	751	3081226449	"2016-07-22 12:26:56"
5986867042	5080824727	751	3081226449	"2016-07-22 12:26:56"
5986867042	5340164666	751	3081226449	"2016-07-22 12:26:56"
5986867042	5341832954	751	3081226449	"2016-07-22 12:26:56"
5986867042	5394255860	751	3081226449	"2016-07-22 12:26:56"
5986867042	5548783432	751	3081226449	"2016-07-22 12:26:56"
5986867042	5664257294	751	3081226449	"2016-07-22 12:26:56"
5986867042	5665162965	751	3081226449	"2016-07-22 12:26:56"
5986867042	5669048366	751	3081226449	"2016-07-22 12:26:56"
5986867042	5672212831	751	3081226449	"2016-07-22 12:26:56"
5986867042	5680802904	751	3081226449	"2016-07-22 12:26:56"
5986867042	5687295576	751	3081226449	"2016-07-22 12:26:56"
5986867042	5689203794	751	3081226449	"2016-07-22 12:26:56"
5986867042	5699308792	751	3081226449	"2016-07-22 12:26:56"
5986867042	5699464822	751	3081226449	"2016-07-22 12:26:56"
5986867042	5699464823	751	3081226449	"2016-07-22 12:26:56"
5986867042	5699800489	751	3081226449	"2016-07-22 12:26:56"
5986867042	5699800500	751	3081226449	"2016-07-22 12:26:56"
5986867042	5699800502	751	3081226449	"2016-07-22 12:26:56"
5986867042	5748179271	751	3081226449	"2016-07-22 12:26:56"
5986867042	5876039523	751	3081226449	"2016-07-22 12:26:56"
5986867042	1649017245	751	3081226449	"2016-07-22 12:27:02"
5986867042	3423561724	751	3081226449	"2016-07-22 12:27:02"
5986867042	3710190953	751	3081226449	"2016-07-22 12:27:02"
5986867042	5240131415	751	3081226449	"2016-07-22 12:27:02"
5986867042	5355877023	751	3081226449	"2016-07-22 12:27:02"
5986867042	5884434099	751	3081226449	"2016-07-22 12:27:02"
5986867042	5932560268	751	3081226449	"2016-07-22 12:27:02"
5986867042	2412864435	96705	608084330	"2016-07-28 13:09:55"
5986867042	3193394927	96705	608084330	"2016-07-28 13:10:38"
5986867042	3930007536	6	608085287	"2016-07-30 11:12:25"
5986867042	2269242385	749	608085287	"2016-07-30 11:12:36"
5986867042	1148252073	576	172846408	"2016-07-31 20:01:19"
5986867184	1232121710	508	1927228815	"2016-07-22 12:26:28"
5986867184	1642909335	508	1927228815	"2016-07-22 12:26:28"
5986867184	1703371307	508	1927228815	"2016-07-22 12:26:28"
5986867184	1738004582	508	1927228815	"2016-07-22 12:26:28"
5986867184	1750349240	508	1927228815	"2016-07-22 12:26:28"
5986867184	1934183965	508	1927228815	"2016-07-22 12:26:28"
5986867184	1955871881	508	1927228815	"2016-07-22 12:26:28"
5986867184	2016713117	508	1927228815	"2016-07-22 12:26:28"
5986867184	2040048641	508	1927228815	"2016-07-22 12:26:28"
5986867184	2671109275	508	1927228815	"2016-07-22 12:26:28"
5986867184	2690053831	508	1927228815	"2016-07-22 12:26:28"
5986867184	3901624042	508	1927228815	"2016-07-22 12:26:28"
